place,year,name,gender,count
USA,2016,Caci,F,5
VA,1997,Carla,F,11
USA,1895,Vernice,F,6
FL,1975,Marcus,F,5
TN,2000,Dorothy,F,14
MA,1974,Nadine,F,15
MS,1984,Alisha,F,45
TX,1994,Fernie,M,6
MD,1923,Eleanore,F,8
NC,2014,Omari,M,20
NC,1958,Rick,M,28
USA,1956,Tesa,F,8
MD,2007,Daisy,F,14
USA,2013,Marshay,F,9
KS,1941,Neva,F,7
USA,2003,Talina,F,23
SC,1950,Theodore,M,53
USA,2004,Naoki,M,8
USA,2007,Marjae,F,5
TX,1964,Justina,F,7
IL,2009,Jax,M,30
USA,1979,Brance,M,6
LA,2009,Demarion,M,10
MN,2012,Lilith,F,5
CO,1973,Manuel,M,40
SD,1967,Cynthia,F,43
NY,2017,Meira,F,12
SC,2000,Markel,M,6
USA,1880,Ernest,M,615
USA,1962,Vanessia,F,14
IL,2006,Janiah,F,21
AK,2000,Damien,M,5
MO,1956,Maureen,F,69
NY,1983,Courtney,M,33
MA,1960,Ralph,M,147
ME,1951,Marjorie,F,21
OR,1984,Dena,F,7
NY,2013,Honesty,F,16
NY,1983,Lily,F,22
MN,2001,Kameron,M,13
ID,1948,Carol,F,135
AL,1999,Alyson,F,15
IN,1953,Viola,F,10
VA,1915,Ossie,F,6
TX,1954,Lawrence,M,328
NY,1973,Milton,M,57
AL,1926,Oneal,M,8
IL,1994,Kyler,M,18
RI,1979,Keith,M,40
CT,1988,Shannon,F,129
OH,1940,Willie,M,33
TX,1990,Johnna,F,9
VA,1958,Richard,M,913
USA,2011,Berlyn,F,49
TX,2002,Keiana,F,7
CA,1968,Alonso,M,7
SC,2014,Liza,F,5
SC,1959,Ivan,M,6
MA,1988,Bradford,M,27
OH,2004,Janessa,F,11
NY,2015,Harper,M,9
USA,2010,Annel,F,7
USA,1949,Coley,M,21
VA,1997,Babygirl,F,10
USA,2016,Kyir,M,5
USA,1947,Vella,F,26
TX,1961,Ignacio,M,47
LA,1914,Rachel,F,13
GA,1927,Louella,F,12
UT,1991,Lane,M,7
MN,2015,Lennon,F,19
GA,1993,Jada,F,25
VT,1980,Colin,M,5
USA,2012,Briley,F,400
KY,1912,Roland,M,6
NE,1968,Brad,M,25
PA,1949,Billie,F,35
IN,1976,Ben,M,13
NV,1963,Clifford,M,5
TN,1998,Marie,F,8
WV,1968,Marie,F,10
USA,1938,Jacquelin,F,103
USA,1978,Ildefonso,M,8
WY,1950,Martha,F,9
MA,1992,Harley,F,5
IL,1995,Andrea,M,5
NE,2006,Ella,F,78
USA,1999,Semaya,F,5
OH,2000,Jody,F,6
USA,2001,Sisi,F,9
USA,1955,Marena,F,14
MT,2010,Zoe,F,18
UT,1995,Ben,M,6
USA,2001,Jashawn,F,5
USA,2018,Nariya,F,21
DC,2016,Katherine,F,19
KS,1955,Wilbur,M,7
NE,1974,Jason,M,581
NC,1959,Rebekah,F,6
NC,1968,Tommy,M,111
USA,1963,Elton,M,176
OH,2007,Gavin,M,587
OK,1972,Kenneth,M,128
USA,1960,Marlene,M,6
USA,1968,Talina,F,8
NJ,1937,Joe,M,37
UT,2003,Toby,M,8
KY,1973,Chrystal,F,11
USA,1928,Leandro,M,20
IN,2005,Cohen,M,34
USA,2009,Trigger,M,15
USA,1917,Porfirio,M,27
USA,1899,Lavon,F,5
NV,1933,Gordon,M,5
MA,2018,Kaitlyn,F,13
NY,1957,Manny,M,8
NY,1992,Tre,M,16
VT,1946,William,M,128
MN,1917,Ann,F,155
TX,2000,Mayte,F,13
MI,1987,Kyla,F,16
RI,2012,Brian,M,11
MS,1945,Pearlean,F,6
USA,2003,Pacey,M,33
DC,1996,Jenna,F,7
USA,2017,Cadence,F,747
NY,2001,Steven,M,627
OR,1994,Lorenzo,M,5
USA,2005,Aniello,M,5
KY,1989,Katharine,F,7
WI,1933,Adele,F,5
NC,2015,Kyndall,F,23
RI,2008,Lorenzo,M,7
USA,1997,Llulisa,F,6
USA,2006,Jayln,M,24
MS,1931,Peggie,F,10
TX,2014,Mae,F,30
NM,1917,Salvador,M,7
USA,2006,Anaih,F,8
NC,2008,Olivia,F,440
USA,1987,Michell,M,8
FL,1948,Jay,M,26
OH,1984,Elliot,M,12
TX,1954,Gloria,M,5
NJ,1964,Willie,M,87
VT,2009,Nathan,M,14
CO,2016,Augustine,M,19
USA,1999,Paulina,M,5
CO,1977,Damien,M,12
MO,1931,Flossie,F,7
MI,1972,Bret,M,21
CA,1949,Shawn,F,10
NY,1980,Marlo,F,7
DC,1984,Antoinette,F,10
TX,1985,Jerid,M,6
LA,2000,Chad,M,48
MD,2008,Amelia,F,60
NH,2005,Micah,M,9
WA,1965,Toby,M,5
TX,2000,Cecilia,F,180
KS,1994,Conner,M,25
GA,1952,Ervin,M,12
RI,1962,Tony,M,7
GA,2014,Devonte,M,8
USA,1912,Darrell,M,94
NY,1917,Francis,M,812
USA,2010,Noble,M,96
ID,1930,Allan,M,6
USA,2007,Hemi,F,5
ME,2013,Ryan,M,36
USA,1897,Beryl,F,37
SC,1984,Lorie,F,5
SD,1966,Audra,F,7
FL,1963,Derek,M,64
CA,2000,Lesli,F,18
NC,2006,Emma,F,574
NJ,1995,Maryann,F,6
IN,1978,Ryan,F,13
USA,2004,Carole,F,20
USA,2007,Dasiah,F,12
IL,1988,Brenna,F,25
CA,1918,Yvonne,F,40
CA,2004,Aishwarya,F,11
USA,1927,Bernadine,F,519
FL,1989,Kia,F,9
MS,2005,Khristian,M,6
CT,1927,Gertrude,F,46
CA,2016,Nickson,M,5
GA,1924,Augustus,M,11
LA,1969,Vincent,M,66
FL,2003,Judith,F,12
TN,1965,Edwina,F,7
IN,2001,Quinn,M,22
SD,1959,Dale,M,79
LA,2003,Rayne,F,7
CA,2007,Carmel,F,10
IN,2001,Jaden,M,97
AL,1977,Levar,M,9
NY,1974,Thomas,M,1774
USA,1983,Neelam,F,7
USA,2005,Noriel,M,6
CA,1979,Charisse,F,24
USA,1993,Genaya,F,5
USA,2017,Makenzii,F,5
USA,2016,Taeshawn,M,8
OH,1970,Sherrie,F,40
UT,1937,Norma,F,38
WV,1916,Martin,M,18
OH,1965,Darla,F,129
MD,1985,Janice,F,8
IA,1945,Allen,M,79
MS,1958,Rayford,M,8
OH,1990,Lexie,F,5
DE,2003,Camille,F,5
SC,1964,Lucy,F,11
NM,1981,Alexis,F,14
CA,1989,Yasmeen,F,17
USA,1996,Casey,M,2464
FL,1992,Kari,F,35
KY,1923,Linda,F,31
USA,1939,Windel,M,8
PA,1974,Levi,M,13
WY,1930,Bill,M,12
MI,2005,Ginger,F,8
GA,1973,Clifton,M,24
MD,1996,Darrell,M,15
AZ,1953,Tina,F,10
USA,1934,Ronnie,F,17
NJ,1926,Saul,M,13
CO,1975,Wayne,M,23
USA,1984,Romaldo,M,6
NY,2001,Simon,M,112
CA,1958,Barry,M,312
NM,2003,Jasmin,F,12
FL,1970,Ronda,F,44
NY,1968,Charisse,F,38
PA,2018,Muneer,M,5
VT,1932,Jean,F,46
NM,1990,Jayme,F,5
USA,2012,Rosalea,F,7
USA,2003,Ulrich,M,8
VA,2000,Juan,M,50
CA,1959,Randell,M,29
USA,1992,Dashiel,M,6
CT,1983,Louis,M,36
NC,1982,Trent,M,13
MO,1979,Scott,M,388
USA,1983,Jeston,M,10
IN,1952,Gary,M,1208
MT,1983,Colt,M,9
USA,1923,Kiyoto,M,6
CA,2014,Yesenia,F,43
AL,1994,Mikayla,F,16
NJ,1930,Percy,M,6
CA,1988,Martell,M,9
USA,1921,Mitsuru,M,8
OK,1934,Lewis,M,54
IN,2018,Danny,M,9
CA,2006,Anaiah,F,9
USA,2008,Liela,F,9
LA,1921,Olivia,F,40
AR,2013,Payton,F,34
IL,1928,Forrest,M,33
CA,2006,Pranathi,F,5
WI,2000,Britney,F,26
USA,1969,Adrea,F,8
HI,2005,Aaron,M,24
KS,1957,Irvin,M,5
PA,1934,Lillian,F,328
USA,1943,Michol,F,7
VT,1920,Pearl,F,15
MN,1917,Fannie,F,9
OK,1972,Edith,F,5
UT,1978,Forrest,M,6
IL,1990,Augusto,M,5
GA,1975,Tyron,M,11
FL,1970,Sharlene,F,7
IA,1927,Beverly,F,214
AZ,1968,Shane,M,26
TX,1929,Leslie,F,9
VA,2014,Cassadee,F,7
WA,2016,Ren,M,7
USA,1955,Jarilyn,F,5
WA,1984,Elizabeth,F,339
USA,2014,Zowii,F,6
MD,2015,Jacqueline,F,21
CA,1942,Frieda,F,6
TX,1992,Deric,M,8
NE,1930,Dwain,M,5
MI,1921,Alberta,F,56
NH,1977,Julie,F,39
WV,1998,Trace,M,13
USA,1999,Blaine,F,25
NC,2000,Cyrus,M,5
WI,1997,Barbara,F,12
KS,1911,Leon,M,9
GA,2000,Ajani,M,6
NY,1972,Samir,M,7
KY,1933,Anna,F,477
CO,2010,Alison,F,20
USA,1964,Ninfa,F,28
USA,1967,Kare,F,8
MS,1928,Josh,M,5
USA,2018,Arleigh,M,7
OK,2014,Kayden,M,53
MN,1994,Shantel,F,5
USA,1920,Alvine,F,11
ND,1954,Lawrence,M,27
GA,1911,Hortense,F,7
KY,1938,Millard,M,23
TX,2006,Dyana,F,7
MO,1969,April,F,73
USA,1959,Brooksie,F,5
IL,1991,Courtney,F,494
NY,2001,Adelina,F,11
OH,1950,Teddy,M,21
TN,1928,Elva,F,8
USA,2012,Kamylle,F,7
AL,2009,Kallie,F,8
PA,1975,Morgan,M,9
USA,1970,Luigi,M,72
AK,2012,Mckenna,F,6
IA,2006,Garret,M,6
FL,1973,Yvette,F,37
OK,1945,Lois,F,87
AL,1945,Odessa,F,15
NV,1954,Rick,M,9
MS,1983,Martin,M,14
ME,2011,Annabelle,F,23
KS,1946,Kristin,F,5
WA,1999,Abigayle,F,11
USA,1998,Laquasha,F,17
USA,1992,Najae,F,7
USA,1985,Milburn,M,5
CA,1983,Benita,F,10
MN,1964,Carole,F,14
OK,2000,Katlin,F,9
USA,1968,Daphney,F,13
WV,1981,Shannon,F,79
MO,2009,Sonya,F,8
CA,2012,Mylee,F,20
USA,2000,Teonna,F,46
MS,1931,Johnnie,F,97
NE,2018,Raegan,F,14
IL,1971,Lovell,M,7
NJ,1922,Bella,F,7
USA,1932,Urban,M,38
VA,1980,Anthony,F,5
TX,2001,Alex,M,494
SC,2005,Cora,F,11
OH,1930,Atlee,M,7
CT,1937,Bernard,M,27
CA,1914,Akira,M,6
VA,1952,Therese,F,9
IN,1988,Dennis,M,52
CA,1988,Cherie,F,38
KY,1987,Michelle,F,106
PA,1947,Julia,F,151
CA,1988,Rowena,F,5
USA,1897,Silvia,F,12
FL,1921,Ulysses,M,10
CA,1996,Christa,F,42
USA,2009,Blayton,M,15
FL,1975,Valerie,F,98
IA,1920,Pansy,F,6
DE,1941,Antoinette,F,5
USA,1968,Georgenia,F,5
NJ,2006,Nikita,F,9
GA,1920,Lila,F,41
MT,1963,Valerie,F,28
USA,1979,Betsaida,F,15
CA,2000,Brennen,M,27
USA,1921,Jackson,M,246
USA,2011,Arika,F,24
USA,2007,Kamarre,M,5
CA,1957,Tracy,M,133
GA,1913,Arrie,F,9
NY,1915,Natale,M,15
ND,1931,Inez,F,17
NY,1999,Abby,F,45
KS,1933,Myrtle,F,17
IL,1971,Lashaunda,F,5
IN,2011,Damarion,M,8
NM,2010,Benito,M,6
OK,1942,Ronald,M,393
TN,1979,Jeffrey,M,280
AZ,1993,Dakota,M,70
MA,2014,Isabel,F,57
AL,2007,Autumn,F,60
NC,2015,Junior,M,11
IN,1995,Mikaela,F,22
NY,1917,Manny,M,11
USA,2003,Lamisa,F,5
TX,1941,Norvell,M,5
USA,1957,Felisa,F,20
UT,1979,Cassie,F,32
DE,1969,Ronald,M,53
USA,1926,Charlie,F,200
USA,2004,Janalyn,F,5
IL,1998,Alphonso,M,6
TX,1972,Patrick,M,571
MO,1980,Ivan,M,12
IL,1983,Mahogany,F,7
UT,1989,Sheldon,M,8
NE,1956,Belinda,F,6
NC,1918,Louella,F,7
MO,1970,Anton,M,8
GA,2014,Guillermo,M,12
USA,2005,Aukai,M,5
AK,1971,Cheryl,F,18
AL,1956,Maxie,M,6
NC,1971,Shirley,F,77
WA,1941,Norman,M,84
USA,2008,Prakhar,M,6
ND,1934,Phillip,M,9
SC,1954,Josh,M,5
HI,1961,Jason,M,26
TX,2008,Fabien,M,8
USA,2012,Damarri,M,7
MN,2010,Ashlyn,F,56
NY,2002,Eden,F,46
USA,1943,Burnette,F,7
VA,1929,Connie,M,5
PA,1958,Shawn,M,108
MN,2005,Conrad,M,7
LA,2009,Rachael,F,5
USA,1956,Reena,F,22
FL,1982,Clarissa,F,22
IL,1934,Tillie,F,5
CA,2015,Dalton,M,44
USA,2014,Ariyan,F,15
IL,1985,Candice,F,148
USA,1908,Toney,M,5
USA,1990,Shonte,F,38
USA,2018,Aveyah,F,22
MN,1982,Christen,F,7
USA,1933,Willie,M,5982
USA,1968,Cinthia,F,59
KY,2015,Boone,M,12
IL,1982,Felipe,M,21
CA,1994,Estuardo,M,9
USA,2007,Chumy,F,6
PA,1917,Domnick,M,7
RI,1929,Henry,M,61
USA,1997,Laney,F,104
CT,1983,Gloria,F,8
FL,1942,Preston,M,9
IL,1925,Randall,M,19
ME,2005,Kayleigh,F,13
WA,1997,Jesse,M,156
OH,1970,Sabrina,F,125
USA,1913,Elfrieda,F,38
CO,2007,Neva,F,7
USA,1995,Yamilette,F,17
UT,2011,Paul,M,31
HI,2001,Justin,M,58
KS,1995,Josephine,F,7
IL,1928,Joel,M,11
TX,1936,Ellen,F,69
NC,1991,Mia,F,24
NV,1982,Joseph,M,137
AZ,1931,Jim,M,26
USA,1915,Georgena,F,9
AR,1963,Ronny,M,8
WA,1998,Dallas,F,6
NC,1962,Ernest,M,96
TX,1935,Aubry,M,8
NC,1924,Octavia,F,6
TX,2011,Madisson,F,5
IN,1960,Dina,F,10
USA,1930,Eleanore,F,362
AL,2010,Ansley,F,37
OK,1988,Lester,M,5
ME,1995,Jonathan,M,50
USA,2010,Shyne,M,17
OR,2004,Talia,F,6
GA,2000,Kaliah,F,5
USA,1996,Tavion,M,50
USA,1970,Camila,F,12
NC,2011,Donavan,M,6
NY,2010,Jazmyne,F,6
PA,2004,Sebastian,M,84
MO,2008,Magdalena,F,6
MO,1990,Kaitlynn,F,11
CA,1994,Reilly,F,9
RI,1946,Rene,M,18
TX,1981,Ramsey,M,12
LA,1992,Lacie,F,21
FL,2016,Luke,M,548
GA,1922,Jasper,M,25
USA,2010,Kemariyah,F,6
IN,1949,Sam,M,21
USA,1981,Hyrum,M,16
USA,2010,Kota,M,20
MO,1990,Latasha,F,20
CT,1984,Serena,F,5
USA,1908,Rayford,M,6
CA,1972,Homer,M,6
OK,1931,Martin,M,27
MO,2018,Bruno,M,5
NY,2004,Lance,M,48
RI,1993,Meredith,F,7
USA,1932,Bettie,F,999
VA,1917,Margret,F,5
MO,1957,Brinda,F,5
USA,1922,Hester,M,12
TX,2015,Steve,M,29
USA,2008,Madex,M,5
TX,1939,Alejandro,M,48
SD,1969,Thad,M,6
TN,1937,Clarence,M,139
CA,1948,Antionette,F,7
WA,1933,Teddy,M,7
NJ,2001,Davon,M,14
USA,2000,Rahja,M,7
ID,2013,Baylee,F,6
TX,2012,Ari,M,50
ID,1979,Alice,F,6
KY,2003,Dashawn,M,5
NY,2003,Jabez,M,6
MO,2013,Ingrid,F,5
DE,1990,Lauren,F,88
CA,1959,Sydney,F,24
IA,1961,Kristina,F,9
USA,1973,Missty,F,5
IN,1946,Marcus,M,8
USA,2005,Massiah,F,7
CA,1981,Cody,F,12
AL,1930,Ida,F,134
USA,1969,Tatyana,F,5
FL,1993,Luciano,M,9
USA,2014,Belmin,M,9
NJ,2010,Ryan,F,18
PR,2011,Franco,M,6
USA,1978,Manpreet,M,5
CA,1958,Tam,F,5
USA,1969,Bevin,F,16
IL,1955,Artie,M,5
DE,1943,Constance,F,17
WA,2002,Aubree,F,6
CA,1988,Brandi,F,239
NC,2010,Dean,M,37
USA,2014,Kiko,M,9
GA,1972,Simon,M,12
WA,2018,Gregory,M,10
TX,2011,Daryl,M,7
AZ,2001,Drew,F,6
AR,2003,Adam,M,35
LA,1962,Lorie,F,28
MS,1971,Pauline,F,9
CA,1992,Dallas,F,32
TX,1969,Wiley,M,6
IL,1955,Felecia,F,9
KS,2014,River,M,12
USA,1991,Shalya,F,5
WA,1965,Don,M,40
USA,2017,Greyleigh,F,6
USA,1968,Rica,F,9
CA,1986,Carley,F,21
USA,1981,Octivia,F,6
NJ,2013,Aditya,M,19
SD,2015,Marshall,M,6
CA,2014,Ken,M,29
OK,1982,Patrice,F,13
FL,1993,Jourdan,F,8
WA,2009,Dorian,M,10
WV,1963,Juanita,F,21
ID,1986,Kraig,M,5
USA,1880,Watson,M,12
MN,1944,Gerard,M,7
CO,1943,Mike,M,38
SD,1959,Don,M,17
AR,1939,Lois,F,130
TX,2017,Jean,F,9
USA,2016,Derrik,M,13
MO,2017,Dallas,M,51
USA,1912,Carver,M,5
PA,1975,Debora,F,6
IA,1987,Martha,F,7
KS,1960,Vickie,F,63
MA,2017,Nolan,M,138
GA,1976,Anitra,F,22
ID,1975,Trenton,M,8
ME,1969,Mary,F,89
CA,1921,Janice,F,41
WA,1917,Roland,M,14
AL,1980,Percy,M,6
WA,2013,Isabell,F,5
LA,1927,Frank,M,254
NY,1962,Yosef,M,5
VA,2006,Camilla,F,9
USA,1949,Ignatius,M,14
IN,1937,Marie,F,37
IA,1994,Jake,M,32
MI,2014,Kilian,M,5
OH,1933,Laverne,F,68
USA,1920,Rodell,M,8
AR,2006,Paisley,F,7
CA,2002,Lilian,F,62
WA,1991,Rogelio,M,9
CA,1943,Elizabeth,F,407
NY,1965,Christophe,M,8
ND,1918,Irma,F,16
MS,1961,Francis,F,14
CA,2018,Miloh,M,6
NC,1984,Lance,M,22
NH,1971,Teresa,F,6
MD,1947,Sara,F,24
MA,1927,Ivan,M,6
OK,2016,Keira,F,5
HI,1974,Yvonne,F,11
USA,1937,Rodney,M,1026
LA,2006,Sterling,M,10
MS,1962,Vicki,F,61
USA,1999,Javed,M,7
CA,1920,Sylvester,M,6
TN,1994,Matt,M,5
NE,2000,Trevon,M,8
LA,1937,Shirley,M,13
OH,1998,Elise,F,51
OK,1968,Lois,F,8
NE,1919,Rudolph,M,15
PA,1993,Derek,M,337
NY,1977,Leopoldo,M,8
VA,1990,Kristan,F,5
USA,2006,Madalynn,F,342
CA,1938,Betsy,F,19
AL,1927,May,F,17
LA,1937,Felton,M,27
TN,2004,Katlyn,F,29
GA,2016,Dallas,M,79
CA,1926,Dixie,F,13
VT,1964,Tara,F,6
PA,1948,Jules,M,11
TX,2001,Mallori,F,5
VA,1997,Taylor,F,566
KS,1947,Jeanne,F,60
TX,1915,Ollie,M,37
USA,1956,Donovan,M,88
CA,1940,Kathie,F,13
TX,2000,Chrystian,M,7
OH,1996,Demetrius,M,47
WY,1929,Carolyn,F,10
CA,2012,Morgan,M,48
NY,1986,Alisa,F,22
USA,1981,Zion,M,10
NM,1952,Rudy,M,39
VA,1964,Matt,M,10
PA,1954,Maryellen,F,62
USA,2006,Treyton,M,162
USA,1969,Drinda,F,5
SC,1982,Rodney,M,45
PA,1937,Andrew,M,305
CA,1988,Yoana,F,9
NE,1955,Jenny,F,5
KS,1962,Peggy,F,70
AL,1911,Miriam,F,7
USA,1895,Magdalen,F,28
MN,1916,Gaylord,M,8
USA,1970,Karmon,F,12
USA,2004,Sonya,F,222
AZ,1959,Arturo,M,19
SC,1919,Ressie,F,8
OK,1923,Silas,M,12
MN,1962,Melvin,M,14
USA,1984,Tanganika,F,5
WA,1946,Beverley,F,5
USA,1922,Samuel,M,4600
USA,1946,Prudencio,M,7
USA,2017,Russia,F,5
MA,1992,Earl,M,6
KY,1931,Woodrow,M,12
TX,2002,Bibiana,F,6
NJ,1994,Taliyah,F,7
CO,1951,Ben,M,16
MI,1981,Allison,F,153
TN,2000,Daniel,M,340
WV,1958,Rhonda,F,145
SD,1961,Dale,M,54
MN,1949,Karl,M,23
TX,1947,Hoyt,M,8
WY,2018,Titus,M,5
USA,2018,Jocelynne,F,7
PA,1943,Jill,F,42
OK,1999,Dylan,M,235
MS,1978,Mandy,F,30
MO,2012,Kamdyn,F,6
OK,2000,Janae,F,8
VA,1990,Kejuan,M,5
USA,1995,Shyloh,M,5
NY,1944,Domenick,M,14
USA,2016,Misael,M,276
USA,2014,Meliana,F,5
TX,1941,Madeline,F,17
NJ,1941,Maxine,F,26
TX,2015,Adalia,F,11
IL,1972,Domenico,M,9
CA,1959,Marius,M,5
IN,1971,Ann,F,148
USA,1994,Jordyn,F,1008
SD,1975,Duane,M,9
USA,1979,Lonzell,M,5
USA,2005,Edmund,M,103
NY,1938,Dennis,M,243
MS,1914,Lillian,F,114
MA,2007,Felix,M,31
WV,2000,Donald,M,22
CA,2016,Jubilee,F,20
MN,1992,Danica,F,9
FL,2013,Gio,M,5
NY,1948,Floyd,M,79
IL,1991,Kevin,F,11
USA,1907,Pasco,M,5
CA,2015,Judy,F,13
USA,2014,Xayne,M,6
HI,2009,Jayla,F,10
USA,1916,Verlyn,M,13
OH,1976,Devona,F,5
FL,1995,Johnnie,F,5
USA,1945,Lethia,F,9
AL,1934,Steven,M,5
NV,1970,Lara,F,7
USA,1927,Texas,M,5
IL,1959,Lawrence,F,5
WY,1970,Scott,M,58
NY,2004,Elliot,M,69
VT,1922,Anne,F,6
IL,1996,Ayman,M,5
IA,1980,Shelly,F,33
TX,1965,Leanna,F,9
LA,1991,Ernest,M,24
RI,1978,Dana,F,6
PA,1919,Orval,M,5
MN,1979,Meghann,F,9
MA,2011,Amanda,F,42
USA,1911,Arville,M,5
OH,1978,Arin,F,6
UT,1957,Randal,M,10
LA,1937,Nadine,F,10
AL,2017,Cali,F,21
MN,1994,Preston,M,32
FL,1969,Mercy,F,6
VT,1934,Rodney,M,12
CA,1944,Ricardo,M,37
USA,1970,Donis,F,7
NH,1917,Germaine,F,12
LA,1943,Booker,M,8
DC,1996,Sydney,F,22
MA,1914,Ina,F,5
CA,2015,Reyli,M,7
OH,1970,Rose,F,72
CT,1990,Celeste,F,7
USA,2005,Teran,M,8
KY,1916,Henry,M,259
SD,2015,Kenna,F,6
WI,1924,Rueben,M,7
NY,1989,Zena,F,7
USA,1995,Jalea,F,15
TX,1967,Magda,F,9
NM,2006,Lindsay,F,5
CA,1970,Alfonso,M,122
USA,1988,Janani,F,5
PA,1963,Emery,M,7
NC,1980,Beth,F,37
WA,1968,Michell,F,6
MS,1987,Cody,M,74
MI,1986,Francesco,M,6
SD,1928,Lloyd,M,58
MS,1941,Timothy,M,10
WY,1912,Kenneth,M,8
USA,1931,Laveta,F,37
OR,2018,Jesus,M,29
USA,1979,Nissa,F,52
USA,1985,Latina,F,68
MI,1989,Christopher,F,6
AL,1996,Jorge,M,5
ID,1971,Shawn,F,10
WV,1932,Noah,M,15
USA,2004,Rishikesh,M,7
GA,1985,Tess,F,5
AL,2015,Haven,F,27
USA,2008,Nargis,F,5
PA,1969,Miguel,M,24
USA,1912,Docie,F,6
NM,1944,Elmer,M,5
USA,2016,Elliannah,F,9
IA,1965,Ernest,M,15
WV,1972,Casey,M,9
MD,1982,Vicki,F,5
USA,2012,Brad,M,99
USA,1993,Markelle,F,8
NC,1994,Shantel,F,6
DC,1947,Peggy,F,39
TX,2000,Abigal,F,5
USA,1929,Emerald,M,10
KY,1954,Nila,F,6
USA,2008,Detrick,M,18
MO,1994,Tate,M,7
WV,1998,Albert,M,5
NY,2002,Orlando,M,38
CO,2015,Shaun,M,6
CA,1996,Odalys,F,126
MD,1987,Kari,F,31
NC,1993,Precious,F,22
MI,1993,Cruz,M,5
USA,1961,Alice,F,3583
FL,2006,Kelli,F,12
NM,2005,Daniel,M,156
MT,1912,Violet,F,6
USA,1920,Bookert,M,6
USA,1970,Gentry,F,12
AK,2012,Ian,M,12
USA,1998,Hilaria,F,12
CT,1953,Arline,F,6
USA,1948,Patric,M,33
USA,1921,Elodia,F,30
USA,1985,Tenequa,F,5
WY,2000,Delaney,F,5
TX,2008,Gareth,M,6
USA,1970,San,M,9
AZ,1919,Herman,M,9
IN,1984,Janell,F,12
OK,1965,Albert,M,23
USA,1946,Deeanne,F,6
NJ,2005,Aaditya,M,5
UT,1973,Lawrence,M,10
OH,2009,Kollin,M,5
USA,1991,Jiselle,F,6
MI,2002,Blair,M,7
VT,1918,Roberta,F,7
LA,1976,Tyron,M,11
OH,2001,Tyquan,M,5
USA,2007,Bonny,F,8
IA,1979,Mark,M,235
WA,2002,Gideon,M,7
OH,1910,Anne,F,58
USA,1990,Asmaa,F,8
TX,1977,Leonel,M,34
USA,1996,Alisandra,F,7
MI,2016,Carina,F,5
USA,1951,Doyle,M,519
USA,1939,Wannetta,F,5
KY,1910,Carlos,M,6
USA,1969,Dina,F,1571
USA,1924,Glenis,F,6
AL,1928,Terry,M,9
USA,2002,Markevion,M,6
MO,1914,Noel,M,14
PA,1932,Christina,F,17
AL,1999,Kristian,M,13
LA,1916,Artie,F,17
AZ,2004,Giovanna,F,9
USA,1989,Keyera,F,41
USA,2001,Nandita,F,14
USA,2008,Nyriah,F,11
USA,1980,Antinio,M,6
NC,2004,Obed,M,6
USA,1945,Dealva,F,5
IL,1982,Jacqueline,F,362
LA,1974,Lawanda,F,16
USA,1972,Cannon,M,21
USA,2018,Ritchie,M,29
NE,1986,Mikayla,F,8
MI,1965,Jeanine,F,37
ID,2017,Khloe,F,11
CT,1990,Curtis,M,25
AR,1934,Irma,F,27
VA,1993,Devonte,M,50
OK,1915,Vernice,F,5
USA,1990,Paulanthony,M,7
TX,2009,Maisie,F,6
OH,2008,Nathaniel,M,238
USA,1984,Martavious,M,10
WA,1922,Harry,M,108
NH,1924,Annette,F,12
WI,1916,Howard,M,188
GA,1961,Lydia,F,37
USA,2006,Amrit,F,12
WI,1936,Monica,F,16
KS,1932,Hal,M,5
USA,1909,Claudius,M,8
TX,2008,Sanaa,F,22
OR,1973,Joshua,M,170
USA,1988,Hillari,F,6
OH,1985,Melody,F,26
GA,1942,Ashley,M,6
NY,1997,Deshaun,M,13
MA,1994,Anya,F,6
NY,1959,Eunice,F,23
IN,1944,Della,F,10
NE,1939,Paula,F,11
FL,1997,Liam,M,64
SD,1981,Lea,F,5
IL,1974,Leo,M,35
NV,2016,Phoenix,M,9
AR,1976,Rosa,F,5
TN,2009,Janiya,F,25
SC,1928,Lillian,F,123
WA,2012,Ramon,M,14
USA,2018,Giovana,F,25
USA,1880,Stanford,M,6
USA,1880,Stanton,M,6
AK,1981,Andrea,F,23
PA,1958,Dorothea,F,39
USA,1896,Egbert,M,5
CA,1985,Jesus,F,19
TX,1995,Morgan,M,87
NC,2015,Ira,M,5
ME,1994,Hope,F,5
CA,2010,Maxim,M,40
WA,2007,Trisha,F,6
USA,1958,Denny,M,303
AR,1929,Aubrey,M,18
USA,1975,Mickie,M,10
USA,2004,Viet,M,18
MI,2005,Danielle,F,93
IN,1929,Annette,F,7
OK,2010,Zaiden,M,10
KY,1951,Myron,M,10
TX,2013,Maiya,F,10
USA,1961,Chanie,F,13
PA,1989,Hamzah,M,5
UT,1996,Celeste,F,21
NY,2018,Haisley,F,6
WV,1937,Joann,F,110
NC,1992,Eleanor,F,11
MA,2011,Ayla,F,42
IN,1946,Neal,M,22
USA,1914,Elix,M,5
CA,1948,Kip,M,8
USA,1970,Wilber,M,9
CA,1994,Lana,F,29
USA,1994,Aubree,F,203
MD,1954,Allan,M,41
USA,1938,Herold,M,9
ID,2008,London,F,15
TX,1998,Karen,F,316
TX,1994,Yanely,F,9
PA,1931,Jeannine,F,16
OH,1951,Derrick,M,14
